"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 00:50:14 GMT 2024","Fri Jan 26 00:50:15 GMT 2024","1246","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Fri Jan 26 00:50:11 GMT 2024","Fri Jan 26 00:50:14 GMT 2024","2895","batch-1","Order_Success","","","","Log In",""
"passed","Fri Jan 26 00:50:16 GMT 2024","Fri Jan 26 00:50:17 GMT 2024","1589","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Fri Jan 26 00:49:44 GMT 2024","Fri Jan 26 00:50:11 GMT 2024","26890","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Fri Jan 26 00:50:11 GMT 2024","Fri Jan 26 00:50:14 GMT 2024","2895","batch-1","Known_Issue","","","","Log In",""
"passed","Fri Jan 26 00:50:15 GMT 2024","Fri Jan 26 00:50:16 GMT 2024","623","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Fri Jan 26 00:50:16 GMT 2024","Fri Jan 26 00:50:17 GMT 2024","1577","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Fri Jan 26 00:49:44 GMT 2024","Fri Jan 26 00:50:11 GMT 2024","26890","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Fri Jan 26 00:50:17 GMT 2024","Fri Jan 26 00:50:18 GMT 2024","673","batch-1","Order_Success","","","","Validate order summary and complete order",""
"unknown","Fri Jan 26 00:50:17 GMT 2024","Fri Jan 26 00:50:18 GMT 2024","775","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Fri Jan 26 00:50:15 GMT 2024","Fri Jan 26 00:50:16 GMT 2024","622","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Fri Jan 26 00:50:14 GMT 2024","Fri Jan 26 00:50:15 GMT 2024","1248","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
