"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 19 01:12:19 GMT 2024","Fri Jan 19 01:12:20 GMT 2024","788","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Fri Jan 19 01:11:27 GMT 2024","Fri Jan 19 01:12:15 GMT 2024","47995","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"unknown","Fri Jan 19 01:12:19 GMT 2024","Fri Jan 19 01:12:20 GMT 2024","870","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Fri Jan 19 01:12:16 GMT 2024","Fri Jan 19 01:12:17 GMT 2024","818","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Fri Jan 19 01:12:17 GMT 2024","Fri Jan 19 01:12:17 GMT 2024","620","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Fri Jan 19 01:12:17 GMT 2024","Fri Jan 19 01:12:19 GMT 2024","1654","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Fri Jan 19 01:11:27 GMT 2024","Fri Jan 19 01:12:15 GMT 2024","47996","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Fri Jan 19 01:12:17 GMT 2024","Fri Jan 19 01:12:19 GMT 2024","1626","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Fri Jan 19 01:12:16 GMT 2024","Fri Jan 19 01:12:17 GMT 2024","773","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Fri Jan 19 01:12:15 GMT 2024","Fri Jan 19 01:12:16 GMT 2024","1125","batch-1","Order_Success","","","","Log In",""
"passed","Fri Jan 19 01:12:17 GMT 2024","Fri Jan 19 01:12:17 GMT 2024","629","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Fri Jan 19 01:12:15 GMT 2024","Fri Jan 19 01:12:16 GMT 2024","1160","batch-1","Known_Issue","","","","Log In",""
