"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 03:30:16 GMT 2024","Mon Jan 22 03:30:17 GMT 2024","1184","batch-1","Known_Issue","","","","Log In",""
"unknown","Mon Jan 22 03:30:20 GMT 2024","Mon Jan 22 03:30:21 GMT 2024","838","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 03:29:54 GMT 2024","Mon Jan 22 03:30:16 GMT 2024","22139","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 03:30:18 GMT 2024","Mon Jan 22 03:30:18 GMT 2024","602","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 03:30:20 GMT 2024","Mon Jan 22 03:30:21 GMT 2024","724","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 03:30:18 GMT 2024","Mon Jan 22 03:30:20 GMT 2024","1590","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Mon Jan 22 03:30:18 GMT 2024","Mon Jan 22 03:30:20 GMT 2024","1616","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Mon Jan 22 03:29:54 GMT 2024","Mon Jan 22 03:30:16 GMT 2024","22139","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 03:30:17 GMT 2024","Mon Jan 22 03:30:18 GMT 2024","787","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 03:30:18 GMT 2024","Mon Jan 22 03:30:18 GMT 2024","611","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 03:30:16 GMT 2024","Mon Jan 22 03:30:17 GMT 2024","1188","batch-1","Order_Success","","","","Log In",""
"passed","Mon Jan 22 03:30:17 GMT 2024","Mon Jan 22 03:30:18 GMT 2024","770","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
