"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 30 00:49:09 GMT 2024","Tue Jan 30 00:49:42 GMT 2024","32819","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Tue Jan 30 00:49:45 GMT 2024","Tue Jan 30 00:49:47 GMT 2024","1766","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Tue Jan 30 00:49:09 GMT 2024","Tue Jan 30 00:49:42 GMT 2024","32821","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Tue Jan 30 00:49:45 GMT 2024","Tue Jan 30 00:49:47 GMT 2024","1768","batch-1","Order_Success","","","","Populate checkout data",""
"unknown","Tue Jan 30 00:49:47 GMT 2024","Tue Jan 30 00:49:47 GMT 2024","833","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Tue Jan 30 00:49:43 GMT 2024","Tue Jan 30 00:49:44 GMT 2024","757","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Tue Jan 30 00:49:42 GMT 2024","Tue Jan 30 00:49:43 GMT 2024","1630","batch-1","Known_Issue","","","","Log In",""
"passed","Tue Jan 30 00:49:44 GMT 2024","Tue Jan 30 00:49:45 GMT 2024","613","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Tue Jan 30 00:49:42 GMT 2024","Tue Jan 30 00:49:43 GMT 2024","1603","batch-1","Order_Success","","","","Log In",""
"passed","Tue Jan 30 00:49:43 GMT 2024","Tue Jan 30 00:49:44 GMT 2024","744","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Tue Jan 30 00:49:47 GMT 2024","Tue Jan 30 00:49:47 GMT 2024","702","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Tue Jan 30 00:49:44 GMT 2024","Tue Jan 30 00:49:45 GMT 2024","611","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
