"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 05 00:51:27 GMT 2024","Mon Feb 05 00:51:28 GMT 2024","1177","batch-1","Known_Issue","","","","Log In",""
"passed","Mon Feb 05 00:51:30 GMT 2024","Mon Feb 05 00:51:32 GMT 2024","1848","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Mon Feb 05 00:51:27 GMT 2024","Mon Feb 05 00:51:28 GMT 2024","1177","batch-1","Order_Success","","","","Log In",""
"passed","Mon Feb 05 00:51:30 GMT 2024","Mon Feb 05 00:51:32 GMT 2024","1842","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Mon Feb 05 00:51:28 GMT 2024","Mon Feb 05 00:51:29 GMT 2024","857","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Mon Feb 05 00:51:32 GMT 2024","Mon Feb 05 00:51:32 GMT 2024","718","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Feb 05 00:51:29 GMT 2024","Mon Feb 05 00:51:30 GMT 2024","655","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Mon Feb 05 00:51:01 GMT 2024","Mon Feb 05 00:51:27 GMT 2024","25677","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Mon Feb 05 00:51:01 GMT 2024","Mon Feb 05 00:51:27 GMT 2024","25677","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Mon Feb 05 00:51:29 GMT 2024","Mon Feb 05 00:51:30 GMT 2024","654","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"unknown","Mon Feb 05 00:51:32 GMT 2024","Mon Feb 05 00:51:33 GMT 2024","861","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Mon Feb 05 00:51:28 GMT 2024","Mon Feb 05 00:51:29 GMT 2024","857","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
