"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Mon Jan 22 04:40:49 GMT 2024","Mon Jan 22 04:40:50 GMT 2024","786","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 04:40:34 GMT 2024","Mon Jan 22 04:40:46 GMT 2024","12186","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 04:40:49 GMT 2024","Mon Jan 22 04:40:50 GMT 2024","683","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 04:40:48 GMT 2024","Mon Jan 22 04:40:49 GMT 2024","1586","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Mon Jan 22 04:40:46 GMT 2024","Mon Jan 22 04:40:46 GMT 2024","717","batch-1","Known_Issue","","","","Log In",""
"passed","Mon Jan 22 04:40:48 GMT 2024","Mon Jan 22 04:40:49 GMT 2024","1586","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Mon Jan 22 04:40:46 GMT 2024","Mon Jan 22 04:40:47 GMT 2024","700","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 04:40:47 GMT 2024","Mon Jan 22 04:40:48 GMT 2024","598","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 04:40:46 GMT 2024","Mon Jan 22 04:40:46 GMT 2024","710","batch-1","Order_Success","","","","Log In",""
"passed","Mon Jan 22 04:40:46 GMT 2024","Mon Jan 22 04:40:47 GMT 2024","697","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 04:40:47 GMT 2024","Mon Jan 22 04:40:48 GMT 2024","595","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 04:40:34 GMT 2024","Mon Jan 22 04:40:46 GMT 2024","12186","batch-1","Order_Success","","","","Navigate to the website homepage",""
