"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 01 03:33:25 GMT 2024","Thu Feb 01 03:33:53 GMT 2024","27598","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Thu Feb 01 03:33:54 GMT 2024","Thu Feb 01 03:33:55 GMT 2024","920","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Thu Feb 01 03:33:55 GMT 2024","Thu Feb 01 03:33:56 GMT 2024","646","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Thu Feb 01 03:33:53 GMT 2024","Thu Feb 01 03:33:54 GMT 2024","1197","batch-1","Known_Issue","","","","Log In",""
"passed","Thu Feb 01 03:33:57 GMT 2024","Thu Feb 01 03:33:58 GMT 2024","713","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Thu Feb 01 03:33:54 GMT 2024","Thu Feb 01 03:33:55 GMT 2024","909","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"unknown","Thu Feb 01 03:33:57 GMT 2024","Thu Feb 01 03:33:58 GMT 2024","822","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Thu Feb 01 03:33:25 GMT 2024","Thu Feb 01 03:33:53 GMT 2024","27602","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Thu Feb 01 03:33:53 GMT 2024","Thu Feb 01 03:33:54 GMT 2024","1194","batch-1","Order_Success","","","","Log In",""
"passed","Thu Feb 01 03:33:56 GMT 2024","Thu Feb 01 03:33:57 GMT 2024","1710","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Thu Feb 01 03:33:56 GMT 2024","Thu Feb 01 03:33:57 GMT 2024","1718","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Thu Feb 01 03:33:55 GMT 2024","Thu Feb 01 03:33:56 GMT 2024","651","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
