"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 29 00:50:29 GMT 2024","Mon Jan 29 00:50:30 GMT 2024","748","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Jan 29 00:50:25 GMT 2024","Mon Jan 29 00:50:26 GMT 2024","1021","batch-1","Order_Success","","","","Log In",""
"passed","Mon Jan 29 00:50:25 GMT 2024","Mon Jan 29 00:50:26 GMT 2024","1021","batch-1","Known_Issue","","","","Log In",""
"passed","Mon Jan 29 00:50:02 GMT 2024","Mon Jan 29 00:50:25 GMT 2024","22347","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Mon Jan 29 00:50:26 GMT 2024","Mon Jan 29 00:50:27 GMT 2024","761","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 29 00:50:27 GMT 2024","Mon Jan 29 00:50:29 GMT 2024","1683","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Mon Jan 29 00:50:26 GMT 2024","Mon Jan 29 00:50:27 GMT 2024","761","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 29 00:50:27 GMT 2024","Mon Jan 29 00:50:27 GMT 2024","610","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 29 00:50:27 GMT 2024","Mon Jan 29 00:50:29 GMT 2024","1680","batch-1","Known_Issue","","","","Populate checkout data",""
"unknown","Mon Jan 29 00:50:29 GMT 2024","Mon Jan 29 00:50:30 GMT 2024","860","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Mon Jan 29 00:50:27 GMT 2024","Mon Jan 29 00:50:27 GMT 2024","610","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 29 00:50:02 GMT 2024","Mon Jan 29 00:50:25 GMT 2024","22347","batch-1","Known_Issue","","","","Navigate to the website homepage",""
