"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 08:53:20 GMT 2024","Wed Jan 31 08:53:21 GMT 2024","1505","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Wed Jan 31 08:53:25 GMT 2024","Wed Jan 31 08:53:26 GMT 2024","1375","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Wed Jan 31 08:53:18 GMT 2024","Wed Jan 31 08:53:20 GMT 2024","1582","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"unknown","Wed Jan 31 08:53:24 GMT 2024","Wed Jan 31 08:53:26 GMT 2024","1639","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Wed Jan 31 08:53:20 GMT 2024","Wed Jan 31 08:53:22 GMT 2024","1496","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Wed Jan 31 08:53:16 GMT 2024","Wed Jan 31 08:53:18 GMT 2024","1890","batch-1","Known_Issue","","","","Log In",""
"passed","Wed Jan 31 08:53:16 GMT 2024","Wed Jan 31 08:53:18 GMT 2024","1890","batch-1","Order_Success","","","","Log In",""
"passed","Wed Jan 31 08:52:36 GMT 2024","Wed Jan 31 08:53:16 GMT 2024","39909","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Wed Jan 31 08:53:18 GMT 2024","Wed Jan 31 08:53:20 GMT 2024","1735","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Wed Jan 31 08:52:36 GMT 2024","Wed Jan 31 08:53:16 GMT 2024","39909","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Wed Jan 31 08:53:22 GMT 2024","Wed Jan 31 08:53:24 GMT 2024","2401","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Wed Jan 31 08:53:21 GMT 2024","Wed Jan 31 08:53:25 GMT 2024","3610","batch-1","Order_Success","","","","Populate checkout data",""
