"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 11:04:16 GMT 2024","Mon Jan 22 11:04:32 GMT 2024","15660","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 11:04:34 GMT 2024","Mon Jan 22 11:04:34 GMT 2024","613","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"unknown","Mon Jan 22 11:04:36 GMT 2024","Mon Jan 22 11:04:37 GMT 2024","807","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 11:04:32 GMT 2024","Mon Jan 22 11:04:33 GMT 2024","1213","batch-1","Order_Success","","","","Log In",""
"passed","Mon Jan 22 11:04:32 GMT 2024","Mon Jan 22 11:04:33 GMT 2024","1254","batch-1","Known_Issue","","","","Log In",""
"passed","Mon Jan 22 11:04:33 GMT 2024","Mon Jan 22 11:04:34 GMT 2024","831","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 11:04:16 GMT 2024","Mon Jan 22 11:04:32 GMT 2024","15660","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 11:04:36 GMT 2024","Mon Jan 22 11:04:37 GMT 2024","701","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 11:04:34 GMT 2024","Mon Jan 22 11:04:34 GMT 2024","612","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 11:04:33 GMT 2024","Mon Jan 22 11:04:34 GMT 2024","788","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 11:04:35 GMT 2024","Mon Jan 22 11:04:36 GMT 2024","1642","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Mon Jan 22 11:04:35 GMT 2024","Mon Jan 22 11:04:36 GMT 2024","1638","batch-1","Order_Success","","","","Populate checkout data",""
