"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Thu Feb 01 00:52:11 GMT 2024","Thu Feb 01 00:52:12 GMT 2024","844","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Thu Feb 01 00:52:07 GMT 2024","Thu Feb 01 00:52:08 GMT 2024","1194","batch-1","Known_Issue","","","","Log In",""
"passed","Thu Feb 01 00:51:46 GMT 2024","Thu Feb 01 00:52:07 GMT 2024","21227","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Thu Feb 01 00:52:10 GMT 2024","Thu Feb 01 00:52:11 GMT 2024","1763","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Thu Feb 01 00:52:08 GMT 2024","Thu Feb 01 00:52:09 GMT 2024","794","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Thu Feb 01 00:51:46 GMT 2024","Thu Feb 01 00:52:07 GMT 2024","21227","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Thu Feb 01 00:52:07 GMT 2024","Thu Feb 01 00:52:08 GMT 2024","1184","batch-1","Order_Success","","","","Log In",""
"passed","Thu Feb 01 00:52:10 GMT 2024","Thu Feb 01 00:52:11 GMT 2024","1767","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Thu Feb 01 00:52:09 GMT 2024","Thu Feb 01 00:52:10 GMT 2024","663","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Thu Feb 01 00:52:08 GMT 2024","Thu Feb 01 00:52:09 GMT 2024","781","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Thu Feb 01 00:52:11 GMT 2024","Thu Feb 01 00:52:12 GMT 2024","780","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Thu Feb 01 00:52:09 GMT 2024","Thu Feb 01 00:52:10 GMT 2024","663","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
