"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 18 10:57:59 GMT 2024","Thu Jan 18 10:58:01 GMT 2024","1697","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Thu Jan 18 10:57:58 GMT 2024","Thu Jan 18 10:57:58 GMT 2024","710","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Thu Jan 18 10:58:01 GMT 2024","Thu Jan 18 10:58:01 GMT 2024","703","batch-1","Order_Success","","","","Validate order summary and complete order",""
"unknown","Thu Jan 18 10:58:01 GMT 2024","Thu Jan 18 10:58:02 GMT 2024","808","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Thu Jan 18 10:57:59 GMT 2024","Thu Jan 18 10:58:01 GMT 2024","1701","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Thu Jan 18 10:57:58 GMT 2024","Thu Jan 18 10:57:59 GMT 2024","633","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Thu Jan 18 10:57:57 GMT 2024","Thu Jan 18 10:57:58 GMT 2024","1008","batch-1","Known_Issue","","","","Log In",""
"passed","Thu Jan 18 10:57:58 GMT 2024","Thu Jan 18 10:57:59 GMT 2024","626","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Thu Jan 18 10:57:58 GMT 2024","Thu Jan 18 10:57:58 GMT 2024","716","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Thu Jan 18 10:57:28 GMT 2024","Thu Jan 18 10:57:57 GMT 2024","28588","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Thu Jan 18 10:57:57 GMT 2024","Thu Jan 18 10:57:58 GMT 2024","997","batch-1","Order_Success","","","","Log In",""
"passed","Thu Jan 18 10:57:28 GMT 2024","Thu Jan 18 10:57:57 GMT 2024","28588","batch-1","Order_Success","","","","Navigate to the website homepage",""
