"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 19 09:21:58 GMT 2024","Fri Jan 19 09:22:33 GMT 2024","35005","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Fri Jan 19 09:22:33 GMT 2024","Fri Jan 19 09:22:34 GMT 2024","835","batch-1","Order_Success","","","","Log In",""
"passed","Fri Jan 19 09:22:35 GMT 2024","Fri Jan 19 09:22:36 GMT 2024","617","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Fri Jan 19 09:22:36 GMT 2024","Fri Jan 19 09:22:37 GMT 2024","1524","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Fri Jan 19 09:22:33 GMT 2024","Fri Jan 19 09:22:34 GMT 2024","812","batch-1","Known_Issue","","","","Log In",""
"passed","Fri Jan 19 09:22:37 GMT 2024","Fri Jan 19 09:22:38 GMT 2024","694","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Fri Jan 19 09:22:36 GMT 2024","Fri Jan 19 09:22:37 GMT 2024","1568","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Fri Jan 19 09:22:35 GMT 2024","Fri Jan 19 09:22:36 GMT 2024","594","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Fri Jan 19 09:22:34 GMT 2024","Fri Jan 19 09:22:35 GMT 2024","670","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Fri Jan 19 09:21:58 GMT 2024","Fri Jan 19 09:22:33 GMT 2024","35016","batch-1","Order_Success","","","","Navigate to the website homepage",""
"unknown","Fri Jan 19 09:22:37 GMT 2024","Fri Jan 19 09:22:38 GMT 2024","811","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Fri Jan 19 09:22:34 GMT 2024","Fri Jan 19 09:22:35 GMT 2024","639","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
