"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Fri Jan 19 09:33:23 GMT 2024","Fri Jan 19 09:33:24 GMT 2024","856","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Fri Jan 19 09:33:23 GMT 2024","Fri Jan 19 09:33:24 GMT 2024","717","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Fri Jan 19 09:33:21 GMT 2024","Fri Jan 19 09:33:23 GMT 2024","1822","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Fri Jan 19 09:33:20 GMT 2024","Fri Jan 19 09:33:21 GMT 2024","446","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Fri Jan 19 09:33:21 GMT 2024","Fri Jan 19 09:33:23 GMT 2024","1822","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Fri Jan 19 09:33:19 GMT 2024","Fri Jan 19 09:33:20 GMT 2024","1536","batch-1","Order_Success","","","","Log In",""
"passed","Fri Jan 19 09:32:17 GMT 2024","Fri Jan 19 09:33:19 GMT 2024","61910","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Fri Jan 19 09:32:17 GMT 2024","Fri Jan 19 09:33:19 GMT 2024","61910","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Fri Jan 19 09:33:20 GMT 2024","Fri Jan 19 09:33:21 GMT 2024","444","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Fri Jan 19 09:33:21 GMT 2024","Fri Jan 19 09:33:21 GMT 2024","372","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Fri Jan 19 09:33:19 GMT 2024","Fri Jan 19 09:33:20 GMT 2024","1536","batch-1","Known_Issue","","","","Log In",""
"passed","Fri Jan 19 09:33:21 GMT 2024","Fri Jan 19 09:33:21 GMT 2024","372","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
