"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 08:35:16 GMT 2024","Mon Jan 22 08:35:17 GMT 2024","675","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 08:35:15 GMT 2024","Mon Jan 22 08:35:16 GMT 2024","765","batch-1","Order_Success","","","","Log In",""
"passed","Mon Jan 22 08:35:17 GMT 2024","Mon Jan 22 08:35:19 GMT 2024","1605","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Mon Jan 22 08:35:17 GMT 2024","Mon Jan 22 08:35:17 GMT 2024","625","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 08:35:15 GMT 2024","Mon Jan 22 08:35:16 GMT 2024","738","batch-1","Known_Issue","","","","Log In",""
"passed","Mon Jan 22 08:35:17 GMT 2024","Mon Jan 22 08:35:17 GMT 2024","620","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 08:35:04 GMT 2024","Mon Jan 22 08:35:15 GMT 2024","11441","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 08:35:04 GMT 2024","Mon Jan 22 08:35:15 GMT 2024","11440","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 08:35:17 GMT 2024","Mon Jan 22 08:35:19 GMT 2024","1616","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Mon Jan 22 08:35:19 GMT 2024","Mon Jan 22 08:35:20 GMT 2024","683","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 08:35:16 GMT 2024","Mon Jan 22 08:35:17 GMT 2024","655","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"unknown","Mon Jan 22 08:35:19 GMT 2024","Mon Jan 22 08:35:20 GMT 2024","840","batch-1","Known_Issue","","","","Validate order summary and complete order",""
