"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 02 00:49:58 GMT 2024","Fri Feb 02 00:49:59 GMT 2024","1269","batch-1","Known_Issue","","","","Log In",""
"passed","Fri Feb 02 00:50:00 GMT 2024","Fri Feb 02 00:50:02 GMT 2024","1707","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Fri Feb 02 00:50:00 GMT 2024","Fri Feb 02 00:50:00 GMT 2024","696","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Fri Feb 02 00:50:00 GMT 2024","Fri Feb 02 00:50:02 GMT 2024","1663","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Fri Feb 02 00:49:35 GMT 2024","Fri Feb 02 00:49:58 GMT 2024","22795","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Fri Feb 02 00:50:00 GMT 2024","Fri Feb 02 00:50:00 GMT 2024","693","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Fri Feb 02 00:49:35 GMT 2024","Fri Feb 02 00:49:58 GMT 2024","22800","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Fri Feb 02 00:49:59 GMT 2024","Fri Feb 02 00:50:00 GMT 2024","781","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Fri Feb 02 00:49:58 GMT 2024","Fri Feb 02 00:49:59 GMT 2024","1246","batch-1","Order_Success","","","","Log In",""
"unknown","Fri Feb 02 00:50:02 GMT 2024","Fri Feb 02 00:50:03 GMT 2024","857","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Fri Feb 02 00:49:59 GMT 2024","Fri Feb 02 00:50:00 GMT 2024","802","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Fri Feb 02 00:50:02 GMT 2024","Fri Feb 02 00:50:03 GMT 2024","781","batch-1","Order_Success","","","","Validate order summary and complete order",""
