"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 05:03:10 GMT 2024","Thu Jan 25 05:03:14 GMT 2024","3581","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Thu Jan 25 05:02:35 GMT 2024","Thu Jan 25 05:03:03 GMT 2024","28039","batch-1","Order_Success","","","","Navigate to the website homepage",""
"unknown","Thu Jan 25 05:03:10 GMT 2024","Thu Jan 25 05:03:12 GMT 2024","1668","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Thu Jan 25 05:03:03 GMT 2024","Thu Jan 25 05:03:05 GMT 2024","1692","batch-1","Known_Issue","","","","Log In",""
"passed","Thu Jan 25 05:03:05 GMT 2024","Thu Jan 25 05:03:06 GMT 2024","1427","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Thu Jan 25 05:03:07 GMT 2024","Thu Jan 25 05:03:10 GMT 2024","2529","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Thu Jan 25 05:02:35 GMT 2024","Thu Jan 25 05:03:03 GMT 2024","28039","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Thu Jan 25 05:03:03 GMT 2024","Thu Jan 25 05:03:05 GMT 2024","1692","batch-1","Order_Success","","","","Log In",""
"passed","Thu Jan 25 05:03:06 GMT 2024","Thu Jan 25 05:03:07 GMT 2024","1365","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Thu Jan 25 05:03:05 GMT 2024","Thu Jan 25 05:03:06 GMT 2024","1427","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Thu Jan 25 05:03:06 GMT 2024","Thu Jan 25 05:03:07 GMT 2024","1365","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Thu Jan 25 05:03:07 GMT 2024","Thu Jan 25 05:03:10 GMT 2024","2528","batch-1","Known_Issue","","","","Populate checkout data",""
