"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 01:14:24 GMT 2024","Mon Jan 22 01:14:25 GMT 2024","743","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 01:14:25 GMT 2024","Mon Jan 22 01:14:25 GMT 2024","602","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"unknown","Mon Jan 22 01:14:27 GMT 2024","Mon Jan 22 01:14:28 GMT 2024","833","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 01:14:25 GMT 2024","Mon Jan 22 01:14:27 GMT 2024","1778","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Mon Jan 22 01:14:27 GMT 2024","Mon Jan 22 01:14:28 GMT 2024","713","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 01:13:57 GMT 2024","Mon Jan 22 01:14:23 GMT 2024","25485","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 01:14:23 GMT 2024","Mon Jan 22 01:14:24 GMT 2024","1344","batch-1","Order_Success","","","","Log In",""
"passed","Mon Jan 22 01:14:25 GMT 2024","Mon Jan 22 01:14:27 GMT 2024","1779","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Mon Jan 22 01:13:57 GMT 2024","Mon Jan 22 01:14:23 GMT 2024","25485","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 01:14:23 GMT 2024","Mon Jan 22 01:14:24 GMT 2024","1322","batch-1","Known_Issue","","","","Log In",""
"passed","Mon Jan 22 01:14:25 GMT 2024","Mon Jan 22 01:14:25 GMT 2024","602","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 01:14:24 GMT 2024","Mon Jan 22 01:14:25 GMT 2024","759","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
