"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 04:29:46 GMT 2024","Mon Jan 22 04:29:49 GMT 2024","2575","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Mon Jan 22 04:29:44 GMT 2024","Mon Jan 22 04:29:47 GMT 2024","2944","batch-1","Known_Issue","","","","Log In",""
"passed","Mon Jan 22 04:29:49 GMT 2024","Mon Jan 22 04:29:52 GMT 2024","3489","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Mon Jan 22 04:29:45 GMT 2024","Mon Jan 22 04:29:46 GMT 2024","717","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 04:29:48 GMT 2024","Mon Jan 22 04:29:53 GMT 2024","4629","batch-1","Known_Issue","","","","Populate checkout data",""
"unknown","Mon Jan 22 04:29:53 GMT 2024","Mon Jan 22 04:29:58 GMT 2024","4717","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 04:29:44 GMT 2024","Mon Jan 22 04:29:45 GMT 2024","974","batch-1","Order_Success","","","","Log In",""
"passed","Mon Jan 22 04:29:27 GMT 2024","Mon Jan 22 04:29:44 GMT 2024","16955","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 04:29:52 GMT 2024","Mon Jan 22 04:29:57 GMT 2024","4613","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Mon Jan 22 04:29:27 GMT 2024","Mon Jan 22 04:29:44 GMT 2024","16955","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Mon Jan 22 04:29:47 GMT 2024","Mon Jan 22 04:29:48 GMT 2024","572","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
"passed","Mon Jan 22 04:29:48 GMT 2024","Mon Jan 22 04:29:48 GMT 2024","553","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
