"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 09:31:04 GMT 2024","Wed Jan 31 09:31:54 GMT 2024","50465","batch-1","Known_Issue","","","","Navigate to the website homepage",""
"passed","Wed Jan 31 09:31:58 GMT 2024","Wed Jan 31 09:31:59 GMT 2024","1675","batch-1","Known_Issue","","","","Populate checkout data",""
"passed","Wed Jan 31 09:31:59 GMT 2024","Wed Jan 31 09:32:00 GMT 2024","693","batch-1","Order_Success","","","","Validate order summary and complete order",""
"passed","Wed Jan 31 09:31:55 GMT 2024","Wed Jan 31 09:31:56 GMT 2024","1801","batch-1","Known_Issue","","","","Log In",""
"unknown","Wed Jan 31 09:31:59 GMT 2024","Wed Jan 31 09:32:00 GMT 2024","792","batch-1","Known_Issue","","","","Validate order summary and complete order",""
"passed","Wed Jan 31 09:31:57 GMT 2024","Wed Jan 31 09:31:58 GMT 2024","596","batch-1","Known_Issue","","","","Add items to the shopping cart [2]",""
"passed","Wed Jan 31 09:31:58 GMT 2024","Wed Jan 31 09:31:59 GMT 2024","1674","batch-1","Order_Success","","","","Populate checkout data",""
"passed","Wed Jan 31 09:31:57 GMT 2024","Wed Jan 31 09:31:58 GMT 2024","596","batch-1","Order_Success","","","","Add items to the shopping cart [2]",""
"passed","Wed Jan 31 09:31:55 GMT 2024","Wed Jan 31 09:31:56 GMT 2024","1779","batch-1","Order_Success","","","","Log In",""
"passed","Wed Jan 31 09:31:04 GMT 2024","Wed Jan 31 09:31:54 GMT 2024","50465","batch-1","Order_Success","","","","Navigate to the website homepage",""
"passed","Wed Jan 31 09:31:56 GMT 2024","Wed Jan 31 09:31:57 GMT 2024","725","batch-1","Order_Success","","","","Add items to the shopping cart [1]",""
"passed","Wed Jan 31 09:31:56 GMT 2024","Wed Jan 31 09:31:57 GMT 2024","705","batch-1","Known_Issue","","","","Add items to the shopping cart [1]",""
